Date,Name,Opponent,Goals,GoalsAgainst,Throws,Catches,Turnovers,Forced_Turns,AvgHangTime,AvgThrowsPerScore,CompletionPct,ThrowingPct,CatchingPct,Win
2017-08-26 19:05,dallas_roughnecks,toronto_rush,21,24,339,302,33,4,7.0337826086956525,16.142857142857142,0.8908554572271387,0.9186991869918699,0.9901639344262295,0
2017-08-12 13:03,dallas_roughnecks,raleigh_flyers,27,24,340,301,28,11,6.952259259259257,12.592592592592593,0.8852941176470588,0.9239130434782609,1.0,1
2017-04-09 14:07,dc_breeze,toronto_rush,32,21,233,189,28,16,5.160892857142858,7.28125,0.8111587982832618,0.9031007751937985,0.984375,1
2017-08-13 13:06,dc_breeze,toronto_rush,26,29,318,270,43,5,6.056409090909091,12.23076923076923,0.8490566037735849,0.8907563025210085,0.9854014598540146,0
2017-06-24 18:34,dc_breeze,philidelphia_pheonix,25,17,341,287,36,18,6.4695909090909085,13.64,0.841642228739003,0.9191374663072777,0.9795221843003413,1
2017-05-06 18:16,dc_breeze,new_york_empire,22,21,256,208,29,19,5.449625,11.636363636363637,0.8125,0.9142857142857143,0.9765258215962441,1
2017-05-20 18:31,dc_breeze,montreal_royal,23,20,291,232,42,17,6.432714285714287,12.652173913043478,0.7972508591065293,0.879154078549849,0.9914529914529915,1
2017-04-26 14:00,dc_breeze,ottawa_outlaws,29,24,298,246,38,14,6.441411764705882,10.275862068965518,0.825503355704698,0.8922155688622755,0.9919354838709677,1
2017-06-04 17:36,dc_breeze,new_york_empire,18,17,378,336,30,12,5.467894736842105,21.0,0.8888888888888888,0.9333333333333333,0.9911504424778761,1
2017-04-22 19:00,dc_breeze,raleigh_flyers,21,23,247,185,48,14,5.965000000000001,11.761904761904763,0.7489878542510121,0.8606271777003485,0.9585492227979274,0
2017-06-03 18:32,dc_breeze,philadelpia_pheonix,21,22,310,265,35,10,6.069764705882354,14.761904761904763,0.8548387096774194,0.9064327485380117,0.9888059701492538,0
2017-06-17 18:11,dc_breeze,montreal_royal,23,27,239,194,36,9,5.620954545454546,10.391304347826088,0.8117154811715481,0.8786764705882353,0.9847715736040609,0
2017-05-27 13:03,dc_breeze,new_york_empire,28,25,275,253,16,6,5.928,9.821428571428571,0.92,0.9482758620689655,0.9960629921259843,1
2017-08-11 19:01,dc_breeze,montreal_royal,28,16,295,248,31,16,5.880850000000001,10.535714285714286,0.8406779661016949,0.9104938271604939,0.992,1
2017-07-22 19:04,dc_breeze,philidelphia,23,20,286,254,22,10,5.615368421052632,12.434782608695652,0.8881118881118881,0.9470198675496688,0.9769230769230769,1
2017-05-13 17:02,dc_breeze,toronto_rush,20,26,244,206,33,5,6.362416666666668,12.2,0.8442622950819673,0.8937728937728938,0.9809523809523809,0
2017-06-18 14:11,dc_breeze,ottawa_outlaws,28,13,288,195,72,21,5.805925925925926,10.285714285714286,0.6770833333333334,0.8205128205128205,0.9558823529411765,1
